address,sbl_long,sbl_short,sale_price,sale_date,assessment,prop_type,lot_size,yr_blt,sqft,bedrooms,baths,fireplaces
"161 NORMAN, Buffalo",1238200003041000,123.82-3-41,"$124,500",5/7/2019,"$89,000",Residential - 2 Family ResCape cod,43.9 x 108,1955,"1,622",3,2,0
"109 LOMBARD, Buffalo",1124500001036000,112.45-1-36,"$21,000",5/7/2019,"$21,000",Residential - 2 Family ResOld style,30 x 106,1900,"2,023",5,2,0
"243 WOHLERS, Buffalo",1005100001069000,100.51-1-69,"$65,000",5/7/2019,"$33,000",Residential - 2 Family ResOld style,30 x 50,1900,"2,382",6,2,0
"30 VIOLA, Buffalo",0898300001013000,89.83-1-13,"$81,000",5/7/2019,"$44,000",Residential - 1 Family ResOld style,33.82 x 143,1900,"1,275",4,1,0
"545 ST LAWRENCE, Buffalo",0784200006024000,78.42-6-24,"$139,050",5/7/2019,"$100,000",Residential - 1 Family ResCape cod,48 x 116,1952,"1,125",2,1,0
"912 CLINTON, Buffalo",1117600002046000,111.76-2-46,"$17,000",5/7/2019,"$21,000",Residential - 2 Family ResOld style,25.5 x 100,1850,"2,394",5,2,0
"124 MONTROSE, Buffalo",0793800010008000,79.38-10-8,"$60,000",5/7/2019,"$82,000",Residential - 1 Family ResRanch,32 x 100,1950,816,2,1,0
"417 WINSLOW, Buffalo",1013700004004000,101.37-4-4,"$2,000",5/7/2019,"$2,000",Vacant Land - Res vac land ,30 x 113,,,,,
"2140 KENMORE, Buffalo",0772600006013000,77.26-6-13,"$213,180",5/7/2019,"$180,000",Commercial - Apartment ,60.58 x 105,,,,,
"326 HERKIMER, Buffalo",0888200004019000,88.82-4-19,"$125,000",5/7/2019,"$83,000",Residential - 3 Family ResOld style,32 x 91,1880,"2,387",5,3,0
"325 AUBURN, Buffalo",0992700007012000,99.27-7-12,"$145,000",5/7/2019,"$110,000",Residential - 2 Family ResOld style,30 x 213,1910,"2,314",6,2,0
"135 BAITZ, Buffalo",1232300001025000,123.23-1-25,"$6,500",5/6/2019,"$35,000",Residential - 2 Family ResOld style,30 x 129.33,1900,"1,484",4,2,0
"297 LAKEFRONT, Buffalo",1105900001045000,110.59-1-45,"$357,500",5/6/2019,"$293,000",Residential - 1 Family ResTownhouse,25 x 46.33,1988,"1,700",2,2.5,1
"40 KIMMEL, Buffalo",1237000003012000,123.70-3-12,"$95,000",5/6/2019,"$80,000",Residential - 1 Family ResCape cod,40.83 x 104,1950,"1,088",2,1,0
"36 BIRCH PL, Buffalo",0907000001009000,90.70-1-9,"$70,000",5/6/2019,"$62,000",Residential - 2 Family ResOld style,30 x 111,1920,"2,300",6,2,0
"61 COMSTOCK, Buffalo",0903200005032000,90.32-5-32,"$63,000",5/6/2019,"$44,000",Residential - 1 Family ResOld style,35.5 x 113,1920,"1,180",4,1,0
"546 WOODLAWN, Buffalo",1003500004036000,100.35-4-36,"$30,000",5/3/2019,"$28,000",Residential - 1 Family ResOld style,30 x 146,1900,"1,087",2,1,0
"54 THEODORE, Buffalo",1014900006017000,101.49-6-17,"$67,000",5/3/2019,"$41,000",Residential - 2 Family ResOld style,30 x 105,1923,"1,790",5,2,0
"17 OLCOTT, Buffalo",1333900002001000,133.39-2-1,"$132,500",5/3/2019,"$130,000",Residential - 2 Family ResOld style,35 x 168,1900,"2,926",6,2,0
"1250 WEST, Buffalo",0887400001019000,88.74-1-19,"$44,155",5/3/2019,"$51,000",Residential - 2 Family ResOld style,26 x 85,1900,"2,146",5,2,0
"18 MAYFAIR, Buffalo",1007000001016000,100.70-1-16,"$395,000",5/3/2019,"$331,000",Residential - 1 Family ResTownhouse,25.5 x 34,1929,"1,500",3,2.5,1
"468 NIAGARA, Buffalo",1102700004017100,110.27-4-17.1,"$55,000",5/3/2019,"$178,000",Commercial - Det row bldg ,24 x 100,,,,,
"611 HOWARD, Buffalo",1126200002002000,112.62-2-2,"$43,000",5/3/2019,"$36,000",Residential - 1 Family ResOld style,30 x 136,1900,"1,414",4,1,0
"114 LANDON, Buffalo",1005000001036000,100.50-1-36,"$56,000",5/3/2019,"$28,000",Residential - 2 Family ResOld style,30 x 142,1910,"1,940",5,2,0
"75 ZELMER, Buffalo",1015000002055000,101.50-2-55,"$52,100",5/3/2019,"$32,000",Residential - 1 Family ResOld style,30 x 115,1920,"1,082",3,1,0
"63 POPLAR, Buffalo",1015800004063000,101.58-4-63,"$50,000",5/3/2019,"$43,000",Residential - 1 Family ResOld style,30 x 146,1927,"1,399",2,2,0
"924 GLENWOOD, Buffalo",1013700003007000,101.37-3-7,"$25,000",5/3/2019,"$28,000",Residential - 1 Family ResOld style,33 x 120,1930,"1,351",4,1.5,0
"2564 BAILEY, Buffalo",0907200003028000,90.72-3-28,"$45,000",5/2/2019,"$74,000",Commercial - Det row bldg ,30 x 110,,,,,
"58 MONTANA, Buffalo",1014700004024000,101.47-4-24,"$14,600",5/2/2019,"$36,000",Residential - 1 Family ResOld style,30 x 105,1920,"1,392",4,1,0
"15 ARGYLE, Buffalo",0897000003021000,89.70-3-21,"$650,000",5/2/2019,"$650,000",Residential - 1 Family ResOld style,47.75 x 111,1910,"2,973",3,3.5,1
"309 NORTH ST, Buffalo",100690000601100038,100.69-6-11./38,"$156,000",5/2/2019,"$81,000",Commercial - ApartmentOther style,4 x 630,1950,960,1,1,0
"106 COLLEGE, Buffalo",1007700003003100,100.77-3-3.1,"$450,000",5/2/2019,"$400,000",Commercial - Det row bldg ,73.87 x 0,,,,,
"1088 DELAWARE, Buffalo",100390000103200012H,100.39-1-32./12H,"$300,000",5/2/2019,"$89,000",Commercial - ApartmentOther style,2 x 215,1990,869,1,1,0
"76 HAZELWOOD, Buffalo",0908200002016000,90.82-2-16,"$69,000",5/1/2019,"$39,000",Residential - 2 Family ResOld style,30 x 100,1937,"1,571",4,2,0
"84 MANCHESTER, Buffalo",0887600004001000,88.76-4-1,"$340,000",5/1/2019,"$277,000",Residential - 2 Family ResOld style,35 x 136,1920,"2,424",6,2,1
"237 DELAVAN EAST, Buffalo",0898200002005000,89.82-2-5,"$50,000",5/1/2019,"$62,000",Residential - 1 Family ResOld style,34 x 130,1900,"1,940",3,1,0
"89 TROWBRIDGE, Buffalo",1333000004005000,133.30-4-5,"$150,000",5/1/2019,"$72,000",Residential - 2 Family ResOld style,30 x 107,1910,"2,100",4,2,0
"96 TRAYMORE, Buffalo",0787200001006000,78.72-1-6,"$187,000",5/1/2019,"$201,000",Residential - 2 Family ResOld style,36 x 125,1923,"2,712",6,2,0
"36 VAN GORDER, Buffalo",0896000003019000,89.60-3-19,"$28,000",5/1/2019,"$39,000",Residential - 1 Family ResOld style,32 x 97,1920,"1,166",4,1,0
"97 DEMPSTER, Buffalo",1125700004025000,112.57-4-25,"$49,900",5/1/2019,"$28,000",Residential - 1 Family ResOld style,30 x 125,1920,"1,068",4,1,0
"35 NORWOOD, Buffalo",1006100003023000,100.61-3-23,"$522,000",4/30/2019,"$410,000",Commercial - Apartment ,50.25 x 175,,,,,
"940 HERTEL, Buffalo",0786200005005000,78.62-5-5,"$200,000",4/30/2019,"$140,000",Commercial - Auto body ,45.8 x 0,,,,,
"290 BARNARD, Buffalo",1233400003006000,123.34-3-6,"$80,000",4/30/2019,"$48,000",Residential - 2 Family ResOld style,30 x 100,1900,"1,741",5,2,0
"532 NORWOOD, Buffalo",1002100001013000,100.21-1-13,"$232,750",4/30/2019,"$211,000",Residential - 1 Family ResOld style,29.64 x 101,1890,"2,332",3,1,1
"734 PROSPECT, Buffalo",0996600003007000,99.66-3-7,"$80,000",4/30/2019,"$85,000",Residential - 2 Family ResOld style,25 x 75,1900,"1,498",5,2,0
"147 EDEN, Buffalo",1337200003011000,133.72-3-11,"$155,000",4/30/2019,"$138,000",Residential - 1 Family ResCape cod,49 x 125,1945,"1,140",3,1,0
"533 NORTHLAND, Buffalo",1002800003052000,100.28-3-52,"$32,000",4/30/2019,"$30,000",Residential - 2 Family ResOld style,28 x 73.5,1900,"1,890",6,2,0
"338 NORTH PARK, Buffalo",0784900003010000,78.49-3-10,"$277,500",4/30/2019,"$233,000",Residential - 2 Family ResOld style,35 x 175,1930,"2,752",6,2,0
"437 DARTMOUTH, Buffalo",0798200008006000,79.82-8-6,"$96,000",4/30/2019,"$46,000",Residential - 1 Family ResOld style,30 x 108,1920,"1,132",3,2,0
"42 DAYS PARK, Buffalo",1007700002026000,100.77-2-26,"$274,000",4/29/2019,"$294,000",Residential - 1 Family ResOld style,40 x 114,1851,"1,992",3,1.5,0
"112 LISBON, Buffalo",0796300005041000,79.63-5-41,"$147,000",4/29/2019,"$95,000",Residential - 2 Family ResOld style,35 x 121,1920,"2,567",6,2,0
"83 CHELTENHAM, Buffalo",0785400004042000,78.54-4-42,"$161,000",4/29/2019,"$129,000",Residential - 1 Family ResCape cod,50 x 122,1951,"1,502",3,1.5,0
"160 TAUNTON, Buffalo",0784900001006000,78.49-1-6,"$235,000",4/29/2019,"$146,000",Residential - 1 Family ResOld style,34.5 x 118,1927,"1,672",3,1.5,0
"109 GREENFIELD, Buffalo",0893500003055000,89.35-3-55,"$190,000",4/29/2019,"$134,000",Residential - 1 Family ResOld style,30 x 150,1915,"1,532",3,1,1
"1470 KENSINGTON, Buffalo",0798300002029000,79.83-2-29,"$157,000",4/29/2019,"$155,000",Residential - 1 Family ResOld style,44 x 140,1936,"1,540",3,1.5,1
"125 SCHILLER, Buffalo",1125100005043000,112.51-5-43,"$50,000",4/29/2019,"$59,000",Residential - 2 Family ResOld style,30 x 129,1910,"2,206",6,2,0
"231 COMSTOCK, Buffalo",0798000003052000,79.80-3-52,"$60,000",4/26/2019,"$59,000",Residential - 1 Family ResOld style,33 x 110,1920,"1,283",4,1,0
"31 TOWNSEND, Buffalo",1116000002039000,111.60-2-39,"$75,000",4/26/2019,"$38,000",Residential - 3 Family ResOld style,30 x 100,1890,"2,960",6,3,0
"107 DETROIT, Buffalo",1116000001052000,111.60-1-52,"$35,000",4/26/2019,"$23,000",Residential - 2 Family ResOld style,27 x 118,1900,"1,920",6,2,0
"30 PERSHING, Buffalo",1007400002032000,100.74-2-32,"$25,000",4/26/2019,"$22,000",Residential - 1 Family ResOld style,30 x 117,1910,"1,919",3,2,0
"50 KOONS, Buffalo",1122300005009000,112.23-5-9,"$45,000",4/26/2019,"$30,000",Residential - 2 Family ResOld style,30 x 97,1920,"2,015",5,2,0
"117 DOMEDION AVE, Buffalo",1013500004030000,101.35-4-30,"$58,000",4/26/2019,"$34,000",Residential - 1 Family ResOld style,30 x 110,1906,"1,063",3,1,0
"307 BERKSHIRE, Buffalo",0902400003023000,90.24-3-23,"$65,000",4/26/2019,"$44,000",Residential - 1 Family ResOld style,40 x 102,1920,"1,251",4,1,0
"124 LIDDELL, Buffalo",1017900006006000,101.79-6-6,"$34,000",4/26/2019,"$26,000",Residential - 2 Family ResOld style,30 x 107,1910,"2,407",5,2,0
"59 INWOOD, Buffalo",0897100001012000,89.71-1-12,"$315,000",4/26/2019,"$271,000",Residential - 2 Family ResOld style,30 x 120,1920,"2,800",8,3,0
"2020 CLINTON, Buffalo",1233500005022000,123.35-5-22,"$114,000",4/26/2019,"$83,000",Residential - 2 Family ResOld style,32 x 125,1925,"2,408",4,2,0
"47 FREUND, Buffalo",1012700007024000,101.27-7-24,"$48,000",4/26/2019,"$48,000",Residential - 1 Family ResOld style,30 x 111,1923,"1,343",3,1,0
"573 HOPKINS, Buffalo",1332200008041000,133.22-8-41,"$130,900",4/26/2019,"$79,000",Residential - 1 Family ResOld style,68.7 x 110,1928,"1,956",4,1.5,0
"125 WHITNEY, Buffalo",1103600004040120,110.36-4-40.12,"$230,000",4/25/2019,"$195,000",Residential - 2 Family ResOld style,30 x 100,1877,"1,976",6,2,0
"1909 SENECA, Buffalo",1237200005028000,123.72-5-28,"$164,000",4/25/2019,"$69,000",Residential - 2 Family ResOld style,28.5 x 110,1910,"2,332",6,2,0
"151 DARTMOUTH, Buffalo",0798000007015000,79.80-7-15,"$52,100",4/24/2019,"$73,000",Residential - 1 Family ResOld style,32 x 101,1937,"1,733",4,1,0
"314 FRENCH, Buffalo",1014600002061000,101.46-2-61,"$52,000",4/24/2019,"$29,000",Residential - 2 Family ResOld style,30 x 139,1920,"2,067",5,2,0
"243 CRESCENT, Buffalo",0895100002021000,89.51-2-21,"$270,000",4/23/2019,"$248,000",Residential - 2 Family ResOld style,33.33 x 207,1917,"2,946",6,2,1
"221 SPRENGER, Buffalo",1013500002019000,101.35-2-19,"$70,000",4/23/2019,"$39,000",Residential - 2 Family ResOld style,35 x 105,1922,"1,968",6,2,0
"51 OGDEN SOUTH, Buffalo",1236700001006000,123.67-1-6,"$137,000",4/23/2019,"$104,000",Residential - 1 Family ResRanch,50 x 95,1980,960,3,1,0
"95 CARLYLE, Buffalo",1337500003009000,133.75-3-9,"$82,500",4/23/2019,"$136,000",Residential - 1 Family ResOld style,60 x 165,1904,"1,696",4,1.5,0
"264 BISSELL, Buffalo",1014700001046000,101.47-1-46,"$45,000",4/23/2019,"$30,000",Residential - 2 Family ResOld style,30 x 105,1920,"2,294",6,2,0
"58 ROSLYN, Buffalo",1013300005006000,101.33-5-6,"$45,000",4/23/2019,"$32,000",Residential - 1 Family ResOld style,30 x 110,1915,"1,218",4,1,0
"190 EATON, Buffalo",1005700001046000,100.57-1-46,"$61,500",4/22/2019,"$54,000",Residential - 2 Family ResOld style,35 x 141,1900,"2,094",6,2,0
"44 ROEBLING, Buffalo",1012500003037000,101.25-3-37,"$25,000",4/22/2019,"$19,000",Residential - 1 Family ResOld style,30 x 100,1920,"1,106",3,1,0
"26 BURKE, Buffalo",0798300001006000,79.83-1-6,"$181,900",4/22/2019,"$181,000",Residential - 1 Family ResOld style,52 x 105,1937,"1,689",3,1.5,0
"42 EUGENE, Buffalo",0783800006016000,78.38-6-16,"$185,000",4/22/2019,"$154,000",Residential - 2 Family ResCape cod,40 x 110,1952,"1,623",3,2,1
"703 LINWOOD AVE, Buffalo",0898000001023000,89.80-1-23,"$190,000",4/22/2019,"$177,000",Residential - 2 Family ResOld style,36 x 102,1920,"2,400",7,2,0
"665 LA SALLE, Buffalo",0797400006014000,79.74-6-14,"$65,000",4/22/2019,"$44,000",Residential - 2 Family ResOld style,30 x 107,1927,"1,472",5,2,0
"104 LARCHMONT, Buffalo",0793800004007000,79.38-4-7,"$257,000",4/22/2019,"$196,000",Residential - 1 Family ResOld style,40 x 139,1920,"1,980",5,2,0
"98 LARCHMONT, Buffalo",0793800004009000,79.38-4-9,"$293,000",4/22/2019,"$191,000",Residential - 1 Family ResOld style,40 x 119,1925,"1,954",3,1.5,1
"155 ROEBLING, Buffalo",0907300003023000,90.73-3-23,"$70,000",4/19/2019,"$76,000",Residential - 1 Family ResOld style,35 x 110,1926,"1,464",4,1,0
"40 JEWETT PKWY, Buffalo",0894300005003000,89.43-5-3,"$370,000",4/18/2019,"$321,000",Residential - 1 Family ResOld style,45 x 154,1915,"2,665",5,2.5,1
"131 HEATH, Buffalo",0794600002019000,79.46-2-19,"$132,500",4/18/2019,"$146,000",Residential - 1 Family ResOld style,30 x 115,1920,"1,840",4,2.5,1
"217 SMITH, Buffalo",1225100002014000,122.51-2-14,"$55,000",4/18/2019,"$48,000",Residential - 2 Family ResOld style,30 x 173,1890,"3,010",6,2,0
"105 PENNSYLVANIA, Buffalo",1102700008002000,110.27-8-2,"$89,000",4/18/2019,"$90,000",Residential - 1 Family ResOld style,26 x 50,1900,"1,064",3,1,0
"19 GLENDALE, Buffalo",0896600004004000,89.66-4-4,"$101,000",4/18/2019,"$96,000",Residential - 1 Family ResOld style,30 x 100,1900,"1,700",6,2,0
"65 KINGSLEY, Buffalo",1005800001017000,100.58-1-17,"$15,000",4/18/2019,"$17,000",Residential - 2 Family ResOld style,30 x 117,1900,"1,884",5,2,0
"98 RIDGEWOOD, Buffalo",1336300003029000,133.63-3-29,"$155,000",4/18/2019,"$144,000",Residential - 1 Family ResColonial,40 x 112,1950,"1,432",3,1,1
"150 GORSKI, Buffalo",1234100003004000,123.41-3-4,"$97,920",4/17/2019,"$11,000",Vacant Land - Vac w/imprv ,30 x 95,,,,,
"36 JOHNSON ST, Buffalo",1114200005012000,111.42-5-12,"$41,000",4/17/2019,"$18,000",Residential - 2 Family ResOld style,25 x 132,1901,"1,876",4,2,0
"222 NEWBURGH, Buffalo",0908100005020000,90.81-5-20,"$50,500",4/17/2019,"$35,000",Residential - 1 Family ResOld style,33 x 104,1930,"1,081",3,1,0
"123 WHITNEY, Buffalo",1103600004039000,110.36-4-39,"$90,000",4/17/2019,"$199,000",Residential - 1 Family ResOld style,25 x 89,1900,"1,891",5,2,0
"239 NORWALK, Buffalo",0785800008024000,78.58-8-24,"$305,000",4/17/2019,"$216,000",Residential - 2 Family ResOld style,37 x 125,1921,"3,292",5,2,0
"42 SCHAUF, Buffalo",1012100001034000,101.21-1-34,"$25,000",4/17/2019,"$33,000",Residential - 1 Family ResOld style,30 x 95,1925,"1,281",3,1,0
"58 PAUL, Buffalo",1237200003036000,123.72-3-36,"$68,000",4/17/2019,"$81,000",Residential - 2 Family ResOld style,32 x 104.39,1920,"2,750",6,2,0
"1017 SMITH, Buffalo",1115100004038000,111.51-4-38,"$49,000",4/17/2019,"$15,000",Residential - 2 Family ResOld style,30 x 108,1905,"1,728",4,2,0
"98 CUSHING, Buffalo",1336700005040000,133.67-5-40,"$200,000",4/17/2019,"$128,000",Residential - 1 Family ResOld style,33 x 112,1924,"1,554",3,1,0
"34 SEMINOLE, Buffalo",1237300001021000,123.73-1-21,"$117,000",4/17/2019,"$105,000",Residential - 2 Family ResOld style,35 x 100,1920,"2,244",6,2,0
"50 JOHNSON ST, Buffalo",1114200005008000,111.42-5-8,"$41,000",4/17/2019,"$13,000",Residential - 2 Family ResOld style,25 x 132,1890,"1,218",2,2,0
"59 RIVERVIEW, Buffalo",1237200002009000,123.72-2-9,"$85,000",4/16/2019,"$89,000",Residential - 1 Family ResCape cod,53.5 x 136,1950,"1,168",2,1,0
"63 COLLEGE, Buffalo",1007700009011000,100.77-9-11,"$289,000",4/16/2019,"$210,000",Residential - 1 Family ResOld style,30 x 100,1890,"1,629",2,2,0
"80 REJTAN, Buffalo",1232500001052000,123.25-1-52,"$92,500",4/16/2019,"$66,000",Residential - 2 Family ResOld style,31 x 107,1915,"2,292",6,2,0
"617 HIGHGATE, Buffalo",0796600003017000,79.66-3-17,"$94,000",4/16/2019,"$85,000",Residential - 2 Family ResOld style,32 x 110,1928,"1,928",4,3,0
"39 FLOSS, Buffalo",1013400003017000,101.34-3-17,"$50,000",4/16/2019,"$36,000",Residential - 2 Family ResOld style,30 x 101,1915,"2,040",6,2,0
"243 WYOMING, Buffalo",0907900002061000,90.79-2-61,"$91,000",4/15/2019,"$34,000",Residential - 2 Family ResOld style,35 x 118,1925,"2,334",6,2,0
"1017 LAFAYETTE AVE, Buffalo",1002400003014000,100.24-3-14,"$52,500",4/15/2019,"$23,500",Vacant Land - Res vac land ,32.5 x 135,,,,,
"105 DONALDSON, Buffalo",1002600003030000,100.26-3-30,"$203,000",4/15/2019,"$54,000",Residential - 2 Family ResOld style,37 x 105,1880,"2,062",4,2,0
"350 RIVERSIDE, Buffalo",0775800001022000,77.58-1-22,"$51,000",4/15/2019,"$60,000",Residential - 2 Family ResOld style,30 x 100,1930,"1,454",4,2,0
"300 MARYLAND, Buffalo",1102800005007000,110.28-5-7,"$105,000",4/15/2019,"$169,000",Residential - 2 Family ResOld style,26.25 x 144,1917,"2,490",7,2.5,0
"173 WECKER, Buffalo",0908100003015000,90.81-3-15,"$60,000",4/15/2019,"$44,000",Residential - 2 Family ResOld style,55.41 x 115,1930,"2,071",5,2,0
"758 PROSPECT, Buffalo",0995800006016000,99.58-6-16,"$155,000",4/15/2019,"$102,000",Residential - 2 Family ResOld style,29.25 x 83,1900,"2,208",3,2,0
"169 BRINKMAN, Buffalo",1016500002007000,101.65-2-7,"$40,000",4/15/2019,"$17,000",Residential - 1 Family ResOld style,30 x 115,1900,"1,340",4,1,0
"144 FREUND, Buffalo",0908300001020000,90.83-1-20,"$50,000",4/15/2019,"$41,000",Residential - 1 Family ResOld style,30 x 114,1913,"1,014",3,1,0
"588 NIAGARA, Buffalo",0998300001010000,99.83-1-10,"$450,000",4/15/2019,"$390,000",Commercial - Det row bldg ,56.5 x 100,,,,,
"465 MINNESOTA, Buffalo",0797300006008000,79.73-6-8,"$66,000",4/15/2019,"$58,000",Residential - 2 Family ResOld style,30 x 130,1927,"1,474",2,2,0
"141 HASTINGS, Buffalo",0904200001007000,90.42-1-7,"$35,000",4/12/2019,"$40,000",Residential - 1 Family ResOld style,32 x 105,1923,"1,100",3,1,0
"2560 BAILEY, Buffalo",0907200003029000,90.72-3-29,"$58,000",4/12/2019,"$60,000",Residential - Res w/Comuse ,32.23 x 0,,,,,
"204 GEARY, Buffalo",1237400003040100,123.74-3-40.1,"$42,000",4/12/2019,"$66,000",Residential - 2 Family ResOld style,48 x 110,1900,"2,226",4,2,0
"55 OJIBWA CIR, Buffalo",1106800004018300,110.68-4-18.3,"$778,995",4/12/2019,"$744,000",Residential - 1 Family ResTownhouse,48.8 x 102.58,2018,"3,194",4,3,1
"433 CRESCENT, Buffalo",0893500002018000,89.35-2-18,"$230,000",4/12/2019,"$245,000",Residential - 2 Family ResOld style,45 x 140,1900,"3,104",6,2,0
"671 DELAVAN EAST, Buffalo",0907700002014000,90.77-2-14,"$95,000",4/12/2019,"$55,000",Residential - 2 Family ResOld style,30.16 x 116.84,1900,"2,328",6,2,0
"63 CUSTER, Buffalo",0795400004060000,79.54-4-60,"$127,000",4/12/2019,"$88,000",Residential - 2 Family ResOld style,30 x 111,1917,"2,067",4,2,0
"87 FREUND, Buffalo",1012700002005000,101.27-2-5,"$43,000",4/12/2019,"$43,000",Residential - 2 Family ResOld style,30 x 111,1910,"1,740",4,2,0
"149 SHIRLEY, Buffalo",0798000001013000,79.80-1-13,"$82,700",4/12/2019,"$59,000",Residential - 1 Family ResOld style,35 x 117,1925,"1,308",3,2,0
"219 FRENCH, Buffalo",1014500004015000,101.45-4-15,"$57,000",4/12/2019,"$29,000",Residential - 2 Family ResOld style,29.5 x 138,1930,"1,710",6,2,0
"214 COURTLAND, Buffalo",0906600008025000,90.66-8-25,"$24,000",4/12/2019,"$41,000",Residential - 1 Family ResOld style,33 x 184,1925,"1,170",2,1,0
"337 FOX, Buffalo",1007500006028000,100.75-6-28,"$30,000",4/12/2019,"$18,000",Residential - 2 Family ResOld style,28 x 141,1900,"1,575",4,2,0
"218 FRENCH, Buffalo",1014500003003000,101.45-3-3,"$59,000",4/12/2019,"$28,000",Residential - 2 Family ResOld style,30 x 138,1930,"2,842",6,2,0
"165 BRECKENRIDGE, Buffalo",0993400004002100,99.34-4-2.1,"$119,500",4/12/2019,"$54,000",Residential - 1 Family ResOld style,56 x 114,1900,"1,876",2,1.5,0
"300 GOLD, Buffalo",1123400004025000,112.34-4-25,"$155,000",4/11/2019,"$52,000",Residential - 2 Family ResOld style,30 x 134,1910,"2,112",5,2,0
"24 HEDLEY, Buffalo",0897400007049000,89.74-7-49,"$182,500",4/11/2019,"$136,000",Residential - 1 Family ResOld style,40 x 120,1920,"2,615",6,2,0
"54 GODFREY, Buffalo",0903400002004000,90.34-2-4,"$135,000",4/11/2019,"$67,000",Residential - 2 Family ResOld style,35 x 175,1932,"2,551",6,2,0
"328 SHIRLEY, Buffalo",0797300005031000,79.73-5-31,"$61,000",4/10/2019,"$43,000",Residential - 1 Family ResOld style,32 x 108,1925,"1,210",3,1,0
"149 DAVEY, Buffalo",1125100003047000,112.51-3-47,"$52,000",4/10/2019,"$66,000",Residential - 1 Family ResOld style,30 x 134,1900,"1,322",4,1,0
"140 VANDERBILT, Buffalo",1123400005033000,112.34-5-33,"$90,000",4/10/2019,"$68,000",Residential - 2 Family ResOld style,33.5 x 120,1910,"2,156",6,2,0
"27 GARNER, Buffalo",0887400004005000,88.74-4-5,"$215,000",4/9/2019,"$97,000",Residential - 2 Family ResOld style,27 x 140,1852,"1,848",4,2,0
"37 ROOSEVELT, Buffalo",0904900001011000,90.49-1-11,"$90,000",4/9/2019,"$35,500",Residential - 3 Family ResOld style,34 x 115,1930,"2,111",4,3,0
"115 WILKES, Buffalo",0906600005031000,90.66-5-31,"$55,000",4/9/2019,"$52,000",Residential - 1 Family ResOld style,30 x 135,1928,"1,721",3,2,0
"208 HAGEN, Buffalo",0908100006025000,90.81-6-25,"$35,000",4/9/2019,"$36,000",Residential - 1 Family ResOld style,30 x 102,1926,"1,248",3,1,0
"20 REMOLENO, Buffalo",1237800006024000,123.78-6-24,"$85,000",4/9/2019,"$68,000",Residential - 2 Family ResOld style,30 x 125,1905,"2,454",6,2,0
"35 MILLS, Buffalo",1122900001008000,112.29-1-8,"$40,000",4/9/2019,"$33,000",Residential - 3 Family ResOld style,30 x 113,1900,"2,309",7,3,0
